Unit_CustID;Unit_Cat;Unit_Vendor;Unit_Model;Unit_Serial;Unit_type;Unit_installdate;Unit_Warend;Unit_Chargemode;Unit_Repldate;Unit_Notes;Unit_History;Unit_ID
MC015;POS;XE;PINPAD XENTA;ARH8225;PP;2011-06-07;1900-01-01;0;1900-01-01;;0;234335;
MC015;POS;XE;PINPAD XENTA;ARH8143;PP;2011-06-07;1900-01-01;0;1900-01-01;;0;234336;
MC015;POS;XE;PINPAD XENTA;ARH8126;PP;2011-06-07;1900-01-01;0;1900-01-01;;0;234337;
MC015;POS;XE;PINPAD XENTA;?;PP;2011-06-07;1900-01-01;0;1900-01-01;;0;234338;
MC015;POS;SAM;19";CB19H9FB212277;VD;2011-07-13;2014-07-12;6;1900-01-01;;0;234596;
MC015;POS;SAM;21,5";ZWVWHMBCA00165;VD;2013-01-09;2016-01-08;6;1900-01-01;;0;237557;
MC015;DAT;CIS;CISCO 1921 ROUTER;FCZ1712919J;NV;2013-06-11;2014-06-10;2;1900-01-01;;0;238979;
MC015;POS;VXL;VXL;722131303026;VX;2013-06-11;2016-06-10;6;1900-01-01;;0;238980;
MC015;POS;VXL;VXL;722131303054;VX;2013-06-11;2016-06-10;6;1900-01-01;;0;238981;
MC015;POS;;WHYSE THIN CLIENT;2ELDM306413;TB;2013-06-11;2016-06-10;6;1900-01-01;;0;238982;
MC015;POS;;TERMINALSERVER;4132752;TB;2013-06-11;2014-06-10;2;1900-01-01;;0;238983;
MC015;POS;SAM;21,5";0285H4MD400260;VD;2013-06-11;2016-06-10;6;1900-01-01;;0;238984;
MC015;POS;SAM;21,5";0285H4MD400259;VD;2013-06-11;2016-06-10;6;1900-01-01;;0;238985;
MC015;POS;SAM;21,5";0285H4MD400266;VD;2013-06-11;2016-06-10;6;1900-01-01;;0;238986;
MC015;POS;SAM;21,5";0285H4MD400255;VD;2013-06-11;2016-06-10;6;1900-01-01;;0;238987;
MC015;POS;SOT;BUMPBAR SOTEC;017979;BB;2016-06-02;2017-06-01;2;1900-01-01;;0;246173;
MC015;DAT;DEL;DATOR DELL T320;95CRWX1;DA;2013-06-11;2016-06-10;6;1900-01-01;;0;238975;
MC015;DAT;CIS;CISCO 2960 48TT;FCQ1710X1PL;NV;2013-06-11;1900-01-01;9;1900-01-01;;0;238976;
MC015;DAT;CIS;CISCO 2960 48TT;FCQ1531Z3MG;NV;2013-06-11;1900-01-01;9;1900-01-01;;0;238977;
MC015;DAT;DEL;DELL SKRIVARE;17QNQV1;TB;2013-06-11;2016-06-10;6;1900-01-01;;0;238978;
MC015;POS;PAN;JS-960-SSDW7;14M00485C;RE;2015-07-25;2018-07-24;6;1900-01-01;;0;244906;
MC015;POS;AA;KB-18-LM;;TA;2015-07-22;2016-07-21;2;1900-01-01;;0;244907;
MC015;POS;EPS;TM-T88V;MQ9F356719;RP;2014-03-25;2017-03-24;6;1900-01-01;;0;241605;
MC015;POS;EPS;TM-T88V;MQ9F356694;RP;2014-03-25;2015-03-24;6;1900-01-01;;0;241606;
MC015;POS;SAM;22";0354H4MG200004;VD;2015-09-29;2018-09-28;6;1900-01-01;;0;245122;
MC015;POS;SAM;22";0354H4MG201171;VD;2015-11-20;2018-11-19;6;1900-01-01;;0;245314;
MC015;POS;DEL;APC BACK-UPS;S4B1916P14811;TB;2020-01-29;2023-01-28;8;1900-01-01;;0;250833;
MC015;POS;VXL;VXL7  7522;752044817096;VX;2015-01-07;2018-01-06;6;1900-01-01;;0;243979;
MC015;POS;PAN;JS-960-SSDW7;14M00295C;RE;2015-01-07;2018-01-06;6;1900-01-01;;0;243980;
MC015;POS;VXL;VXL;412170604688;VX;2005-01-20;2008-01-19;6;2014-07-21;;0;244035;
MC015;DAT;SAT;PRINTER SATO;4K202924;PR;2015-05-07;2018-05-06;6;1900-01-01;SKROTAS - 161207. Enligt Christian Airikainen. Köper inte någon ny... //MiG - 161207.;1;244651;
MC015;POS;PAN;JS-960-SSDW7;14M00589C;RE;2015-07-10;2018-07-24;6;1900-01-01;;0;244860;
MC015;DAT;SAT;PRINTER SATO;BC211226;PR;2017-12-05;2020-12-04;6;1900-01-01;;0;248276;
MC015;DAT;DELL;DATOR DELL R340SSD;9656W33;DA;2020-06-16;2025-06-15;9;1900-01-01;;0;251614;
MC016;POS;EPS;TM-T88;J4AG304177;RP;2008-07-02;1900-01-01;1;1900-01-01;;0;227341;
MC016;POS;EPS;TM-T88;DTUG108783;RP;2007-10-10;2008-10-09;1;1900-01-01;;0;226397;
MC016;POS;VXL;VXL;412180303093;VX;2007-10-10;2010-10-09;1;2011-07-12;;1;226959;
MC016;POS;PAN;JS-170-KS;04A00521;RE;2004-06-08;2005-06-07;1;1900-01-01;;1;224801;
MC016;POS;PAN;JS-170-KS;04A00530;RE;2004-06-08;2005-06-07;1;1900-01-01;;1;224802;
MC016;POS;PAN;JS-170-KS;04A00482;RE;2004-06-08;2005-06-07;1;1900-01-01;;1;224803;
MC016;POS;PAN;JS-170-KS;04A00476;RE;2004-06-08;2005-06-07;1;1900-01-01;;1;224804;
MC016;POS;PAN;JS-170-KS;04A00514;RE;2004-06-08;2005-06-07;1;1900-01-01;;1;224805;
MC016;POS;;TIDUR;K127C00125;TA;2004-06-08;2005-06-07;1;2008-10-29;;0;224806;
MC016;POS;EPS;TM-T88;DJHG076411;RP;2004-03-10;2006-03-09;5;1900-01-01;;0;224699;
MC016;POS;EPS;TM-T88;DJHG076413;RP;2004-03-10;2004-03-09;1;1900-01-01;;0;224700;
MC016;DAT;;TFT15";NB15HVFWB003;VD;2004-03-10;2005-03-09;1;1900-01-01;;0;224701;
MC016;POS;SAM;15";NB15H9NX300828;VD;2004-06-14;2007-06-13;6;1900-01-01;trasig beställt 19" 2009-06-01;0;229737;
MC016;POS;SAM;15";NB15HVFWB00381;VD;2004-06-14;2007-06-13;6;1900-01-01;trasig beställt 19" 2009-06-01;0;229738;
MC016;DAT;3CO;switch +16;;TB;2004-06-14;1992-01-17;7;1900-01-01;;1;229739;
MC016;DAT;3CO;switch +16;;TB;2004-06-14;1900-01-01;7;1900-01-01;;1;229741;
MC016;POS;DEL;KVM-EXT;;TB;2006-08-21;2007-08-20;2;1900-01-01;;0;229743;
MC016;DAT;DEL;DATOR DELL;BM3QY2J;DA;2007-09-20;2010-09-19;6;1900-01-01;;0;229744;
MC016;POS;SAM;19";PL19HMEP800051E;VD;2007-10-10;2010-10-09;6;1900-01-01;;0;229745;
MC016;POS;SAM;19";PL19HMEP802601B;VD;2007-10-10;2012-05-31;6;1900-01-01;;0;229746;
MC016;POS;SOT;BUMPBAR SOTEC;3096;BB;2007-10-10;2008-10-09;2;1900-01-01;;0;229747;
MC016;POS;SOT;BUMPBAR SOTEC;3094;BB;2007-10-10;2008-10-09;2;1900-01-01;;0;229748;
MC016;PG;HME;PAGERSYSTEM;LTHB-0709-181;PG;2007-12-14;2008-12-13;2;1900-01-01;;0;229749;
MC016;POS;SAM;19";MY19HMCS323147;VD;2009-06-01;2012-05-31;6;1900-01-01;;0;231224;
MC016;POS;SAM;19";MY19HMCS323432;VD;2009-06-01;2012-05-31;6;1900-01-01;;0;231225;
MC016;POS;DEL;KVM-EXT;Z389Y263AEZ0119;TB;2009-06-05;2010-06-04;2;1900-01-01;;0;231233;
MC016;POS;EPS;TM-T88;J4KF009563;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231873;
MC016;POS;DEL;KVM-EXT;Z3928054AE60066;TB;2010-03-23;2011-03-22;2;1900-01-01;;0;232156;
MC016;POS;PAN;JS-170-KS;01B00049T;RE;2004-06-08;2005-06-07;1;1900-01-01;;1;232292;
MC016;DAT;SAT;PRINTER SATO;0E201734;PR;2010-09-09;2013-09-08;6;1900-01-01;;0;232674;
MC016;POS;SAM;19";NE9LHMDB101513;VD;2011-04-16;2014-04-15;6;1900-01-01;;0;233466;
MC016;DAT;FRE;FREEHOTSPOT;A1IRAC043101;NV;2011-04-27;1900-01-01;0;2011-08-12;;0;233951;
MC016;POS;VXL;VXL;412170205404;VX;2007-10-10;2010-10-09;1;2013-05-29;;1;235507;
MC016;POS;VXL;VXL;412170604993;VX;2007-10-10;2010-10-09;1;1900-01-01;;1;235508;
MC016;POS;VXL;VXL;412170205960;VX;2007-10-10;2010-10-09;1;2012-02-23;;1;235511;
MC016;POS;EPS;TM-T88V;MQEF036216;RP;2013-05-04;2016-05-03;6;1900-01-01;;0;238168;
MC016;DAT;SAT;PRINTER SATO;3K204967;PR;2014-04-23;2017-04-22;6;1900-01-01;;0;241794;
MC016;DAT;CIS;CISCO 2960 48TT;FCQ1727Y2Z3;NV;2014-09-09;2019-09-08;9;1900-01-01;;0;242254;
MC016;DAT;CIS;CISCO 2960 48TT;FCQ1727Y2Z4;NV;2014-09-09;2019-09-08;9;1900-01-01;;0;242255;
MC016;DAT;CIS;CISCO 1921 ROUTER;FCZ1731C40P;NV;2014-09-09;2015-09-08;2;1900-01-01;;0;242256;
MC016;DAT;DEL;DATOR DELL T320;8TJ2G32;DA;2014-12-18;2017-12-17;6;1900-01-01;;0;243519;
MC016;POS;DEL;APC BACK-UPS;3S1423X06740;TB;2014-12-18;2017-12-17;6;1900-01-01;;0;243520;
MC016;POS;VXL;VXL;722130513041;VX;2014-12-18;2017-12-17;6;1900-01-01;;0;243521;
MC016;POS;;WYSE THIN CLIENT;2ELDN402893;TB;2014-12-18;2017-12-17;6;1900-01-01;;0;243522;
MC016;POS;;TERMINALSERVER;05146163;TB;2014-12-18;2015-12-17;2;1900-01-01;;0;243523;
MC016;POS;SAM;21,5";0354H4MF903493;VD;2014-12-18;2017-12-17;6;1900-01-01;;0;243524;
MC016;POS;SAM;21,5";0354H4MF901978;VD;2014-12-18;2017-12-17;6;1900-01-01;;0;243525;
MC016;POS;SAM;21,5";0354H4MF900611;VD;2014-12-18;2017-12-17;6;1900-01-01;;0;243526;
MC016;POS;SAM;21,5";0354H4MFA00513;VD;2014-12-18;2017-12-17;6;1900-01-01;;0;243527;
MC016;DAT;DEL;VERBATIM HÖGTALARE;5915;SP;2014-12-18;2016-12-17;5;1900-01-01;;0;243528;
MC016;POS;PAN;JS-930-WS 2GB;05E00177T;RE;2015-01-10;1900-01-01;1;1900-01-01;;1;243996;
MC016;POS;VXL;VXL7  7522;752044817009;VX;2015-01-21;2018-01-20;6;1900-01-01;;0;244001;
MC016;POS;PAN;JS-960-SSDW7;14M00707C;RE;2015-01-21;2018-01-20;6;1900-01-01;;0;244002;
MC016;POS;PAN;JS-960-SSDW7;14M00725C;RE;2015-01-21;2018-01-20;6;1900-01-01;;0;244003;
MC016;POS;PAN;JS-960-SSDW7;14M00690C;RE;2015-01-21;2018-01-20;6;1900-01-01;;0;244004;
MC016;POS;PAN;JS-960-SSDW7;14M00716C;RE;2015-01-21;2018-01-20;6;1900-01-01;;0;244005;
MC016;POS;PAN;JS-960-SSDW7;14M00770C;RE;2015-01-21;2018-01-20;6;1900-01-01;;0;244006;
MC016;POS;PAN;JS-960-SSDW7;14M00712C;RE;2015-01-21;2018-01-20;6;1900-01-01;;0;244007;
MC016;POS;SAM;21,5";035H4MF100119;VD;2015-01-21;2018-01-20;6;1900-01-01;;0;244008;
MC016;POS;SAM;21,5";035H4MF100078;VD;2015-01-21;2018-01-20;6;1900-01-01;;0;244009;
MC017;POS;SAM;19";ZTH4HVLBA02800;VD;2013-04-20;2016-04-19;6;1900-01-01;;0;238077;
MC017;DAT;CIS;CISCO 2960 48TT;FCQ1526Z0JY;NV;2012-08-29;1900-01-01;9;1900-01-01;;0;237031;
MC017;POS;XE;PINPAD XENTA;ASD9369;PP;2012-08-29;1900-01-01;0;1900-01-01;;0;237032;
MC017;POS;XE;PINPAD XENTA;ASE5870;PP;2012-08-29;1900-01-01;0;1900-01-01;;0;237033;
MC017;POS;XE;PINPAD XENTA;ASE5876;PP;2012-08-29;1900-01-01;0;1900-01-01;;0;237034;
MC017;POS;XE;PINPAD XENTA;ARJ3774;PP;2012-08-29;1900-01-01;0;1900-01-01;;0;237035;
MC017;POS;XE;PINPAD XENTA;ASD2883;PP;2012-08-29;1900-01-01;0;1900-01-01;;0;237036;
MC017;POS;XE;PINPAD XENTA;ASD2739;PP;2012-08-29;1900-01-01;0;1900-01-01;;0;237037;
MC017;POS;EPS;TM-T88;J4AG039841;RP;2008-02-06;2009-02-05;1;1900-01-01;;0;226519;
MC017;POS;EPS;TM-T88;J4LG075276;RP;2008-02-06;2009-02-05;1;1900-01-01;;0;226520;
MC017;POS;EPS;TM-T88;J4LG075324;RP;2008-02-06;2009-02-05;1;1900-01-01;;0;226521;
MC017;POS;PAN;JS-930-WS;07M00502M;RE;2008-02-06;2011-02-05;6;1900-01-01;;0;226522;
MC017;POS;PAN;JS-930-WS 2GB;07M00519M;RE;2008-02-06;2011-02-05;6;1900-01-01;;0;226523;
MC017;POS;PAN;JS-930-WS 2GB;07M00528M;RE;2008-02-06;2011-02-05;6;1900-01-01;;0;226524;
MC017;POS;PAN;JS-930-WS 2GB;07M00552M;RE;2008-02-06;2011-02-05;6;1900-01-01;;0;226525;
MC017;POS;PAN;JS-930-WS 2GB;07M00570M;RE;2008-02-06;2011-02-05;6;1900-01-01;;0;226526;
MC017;POS;PAN;JS-930-WS 2GB;07M00591M;RE;2008-02-06;2011-02-05;6;1900-01-01;;0;226527;
MC017;POS;AA;KB-18-LM;K127B00010;TA;2008-02-06;2009-02-05;7;1900-01-01;;0;226528;
MC017;POS;VXL;VXL 4121;412171902178;VX;2008-02-06;2011-02-05;6;2014-04-07;;0;226576;
MC017;POS;VXL;VXL;412171902146;VX;2008-02-06;2011-02-05;6;2012-10-31;;0;226577;
MC017;POS;VXL;VXL;412174911027;VX;2008-02-06;2009-02-05;1;1900-01-01;;1;226578;
MC017;POS;EPS;TM-T88;AT4K035057;RP;1999-01-26;1900-01-01;1;1900-01-01;;0;223933;
MC017;POS;SAM;19";MY19HMDQ208736;VD;2008-10-13;2011-10-12;6;1900-01-01;;0;228414;
MC017;DAT;DEL;DATOR DELL;2RCJX3J;DA;2008-10-13;2011-10-12;6;1900-01-01;;0;228415;
MC017;DAT;3CO;24 PORTS SWITCH;LNZQ8W0380878;TB;2008-02-06;1900-01-01;7;1900-01-01;;0;229752;
MC017;DAT;3CO;24 PORTS SWITCH;9N3QA50097015;TB;2008-02-06;1900-01-01;7;2012-01-19;;0;229753;
MC017;POS;SAM;19";HA19HMAP913172;VD;2008-02-06;2011-02-05;6;1900-01-01;;0;229756;
MC017;POS;SOT;BUMPBAR SOTEC;4008;BB;2008-02-06;2009-02-05;2;1900-01-01;;0;229757;
MC017;POS;HC;P2100;MSN2000000007249934;PP;2008-02-06;2009-02-05;2;1900-01-01;;1;229758;
MC017;POS;HC;P2100;MSN2000000007249935;PP;2008-02-06;2009-02-05;2;1900-01-01;;1;229759;
MC017;POS;HC;P2100;MSN2000000007249936;PP;2008-02-06;2009-02-05;2;1900-01-01;;1;229760;
MC017;POS;HC;P2100;MSN2000000007249937;PP;2008-02-06;2009-02-05;2;1900-01-01;;1;229761;
MC017;POS;HC;P2100;MSN2000000007249938;PP;2008-02-06;2009-02-05;2;1900-01-01;;1;229762;
MC017;POS;HC;P2100;MSN2000000007249939;PP;2008-02-06;2009-02-05;2;1900-01-01;;1;229763;
MC017;POS;SOT;BUMPBAR SOTEC;4010;BB;2008-02-06;2009-02-05;2;1900-01-01;;0;229764;
MC017;POS;SOT;BUMPBAR SOTEC;4013;BB;2008-02-06;2009-02-05;2;1900-01-01;;0;229765;
MC017;POS;SAM;19";PL19HMDPA05612;VD;2008-02-06;2011-02-05;6;1900-01-01;;0;229766;
MC017;POS;SAM;19";PL19HMDPA05621;VD;2008-02-06;2011-02-05;6;1900-01-01;;0;229767;
MC017;DAT;SAT;PRINTER SATO;0E201680;PR;2010-09-30;2013-09-29;6;1900-01-01;;0;232774;
MC017;POS;HC;P2100;2301448;PP;2010-10-05;2011-10-04;2;1900-01-01;;1;232789;
MC017;POS;SOT;BUMPBAR SOTEC;6827;BB;2010-12-11;2011-12-10;2;1900-01-01;;0;232981;
MC017;POS;EPS;TM-T88V;MQ9F055568;RP;2011-10-26;2014-10-25;6;1900-01-01;;0;235296;
MC017;POS;EPS;TM-T88V;MQ9F055586;RP;2011-10-27;2014-10-26;6;1900-01-01;;0;235307;
MC017;DAT;CIS;CISCO 2960 48TT;FCQ1526Z0JY;NV;2012-08-29;1900-01-01;9;1900-01-01;;1;237024;
MC017;POS;XE;PINPAD XENTA;ARJ3774;PP;2012-08-29;1900-01-01;0;1900-01-01;;1;237028;
MC017;POS;XE;PINPAD XENTA;ASD2883;PP;2012-08-29;1900-01-01;0;1900-01-01;;1;237029;
MC017;POS;XE;PINPAD XENTA;ASD2739;PP;2012-08-29;1900-01-01;0;1900-01-01;;1;237030;
MC017;POS;SOT;BUMPBAR SOTEC;9291;BB;2013-05-29;2014-05-28;2;1900-01-01;;0;238606;
MC017;DAT;DEL;DATOR DELL T320;3HKLWX1;DA;2013-06-04;2016-06-03;6;1900-01-01;;0;238762;
MC017;DAT;CIS;CISCO 2960 48TT;FCQ1710X1PT;NV;2013-06-04;1900-01-01;9;1900-01-01;;0;238763;
MC017;DAT;CIS;CISCO 2960 48TT;FCQ1710X1QC;NV;2013-06-04;1900-01-01;9;1900-01-01;;0;238764;
MC017;DAT;DEL;DELL SKRIVARE;9DLMQV1;TB;2013-06-04;2016-06-03;6;1900-01-01;;1;238765;
MC017;DAT;CIS;CISCO 1921 ROUTER;FCZ1706C5ZE;NV;2013-06-04;2014-06-03;2;1900-01-01;;0;238766;
MC017;POS;VXL;VXL;722131502070;VX;2013-06-04;2016-06-03;6;1900-01-01;;0;238767;
MC017;POS;VXL;VXL;722131303037;VX;2013-06-04;2016-06-03;6;1900-01-01;;0;238768;
MC017;POS;EPS;TM-T88V;MQ9F211571;RP;2013-06-04;2016-06-03;6;1900-01-01;;0;238769;
MC017;DAT;DEL;VERBATIM HÖGTALARE;4282;SP;2013-06-04;2015-06-03;5;1900-01-01;;0;238770;
MC017;POS;;WHYSE THIN CLIENT;2ELDM304937;TB;2013-06-04;2016-06-03;6;1900-01-01;;0;238771;
MC017;POS;;TERMINALSERVER;4132803;TB;2013-06-04;2014-06-03;2;1900-01-01;;0;238772;
MC017;POS;SAM;21,5";0285H4MD400235;VD;2013-06-04;2016-06-03;6;1900-01-01;;0;238773;
MC017;POS;SAM;21,5";0285H4MD400245;VD;2013-06-04;2016-06-03;6;1900-01-01;;0;238774;
MC017;POS;SAM;21,5";0285H4MD400231;VD;2013-06-04;2016-06-03;6;1900-01-01;;0;238775;
MC017;POS;SAM;21,5";0354H4MF902256;VD;2015-01-28;2018-01-27;6;1900-01-01;;0;243824;
MC017;POS;PAN;JS-960-SSDW7;14M00731C;RE;2015-01-28;2018-01-27;6;1900-01-01;;0;243825;
MC018;POS;SAM;21,5";ZWVWHMBD100980;VD;2013-03-23;2016-03-22;6;1900-01-01;;0;237832;
MC018;POS;DEL;KVM-EXT;Z3780048ABY0345;TB;2008-09-16;2009-09-15;2;1900-01-01;;0;227495;
MC018;POS;EPS;TM-T88;J4AG039039;RP;2008-03-27;2009-03-26;1;1900-01-01;;0;226701;
MC018;POS;VXL;VXL;412170604682;VX;2008-03-27;2009-03-26;1;2012-07-27;;1;226702;
MC018;POS;VXL;VXL;412170604742;VX;2008-03-27;2009-03-26;1;2012-07-25;;1;226703;
MC018;POS;EPS;TM-T88;AT4K501376;RP;2002-06-19;2003-06-18;1;1900-01-01;;0;224511;
MC018;POS;PAN;JS-170-KS;02C00246T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224512;
MC018;POS;PAN;JS-170-KS;02D00348T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224513;
MC018;POS;PAN;JS-170-KS;02D00319T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224514;
MC018;POS;PAN;JS-170-KS;02D00320T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224515;
MC018;POS;EPS;TM-T88;DJHG147848;RP;2005-11-21;2006-11-20;1;1900-01-01;;0;225397;
MC018;POS;PAN;JS-170-KS;02D00322T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224516;
MC018;POS;PAN;JS-170-KS;02D00358T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224517;
MC018;POS;PAN;JS-170-KS;02D00354T;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224518;
MC018;POS;PAN;JS-170-KS;;RE;2002-06-19;2003-06-18;1;1900-01-01;;1;224519;
MC018;POS;;151S;G15HJFW30976;VD;2003-05-06;1900-01-01;1;1900-01-01;;0;224554;
MC018;POS;EPS;TM-T88;AT4K501850;RP;1900-01-01;1900-01-01;1;1900-01-01;;0;224307;
MC018;POS;SAM;19";MY19HMFQ918020;VD;2008-11-21;2011-11-20;6;1900-01-01;;0;229400;
MC018;POS;SOT;BUMPBAR SOTEC;4131;BB;2008-03-31;2009-03-30;2;1900-01-01;;0;229776;
MC018;POS;SOT;BUMPBAR SOTEC;4153;BB;2008-03-31;2009-03-30;2;1900-01-01;;0;229777;
MC018;POS;SAM;19";PL19HMDPA05644;VD;2008-03-31;2011-03-30;6;1900-01-01;;0;229778;
MC018;POS;SAM;19";PL19HMDPA05655;VD;2008-03-31;2011-03-30;6;1900-01-01;;0;229779;
MC018;POS;SOT;BUMPBAR SOTEC;5504;BB;2009-10-02;2010-10-01;2;1900-01-01;;0;231476;
MC018;DAT;SAT;PRINTER SATO;0A201969;PR;2010-05-07;2013-05-06;6;1900-01-01;;0;232321;
MC018;DAT;DEL;DATOR DELL;7P3TY4J;DA;2011-01-17;2014-01-16;6;1900-01-01;;0;233057;
MC018;POS;SAM;19";NE9LHMDZB00995;VD;2011-01-17;2014-01-16;6;1900-01-01;;0;233058;
MC018;DAT;CIS;CISCO 48TT;FOC1504Y1WT;NV;2011-10-19;2014-10-18;6;1900-01-01;;0;235327;
MC018;POS;XE;PINPAD XENTA;ARJ3648;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235328;
MC018;POS;XE;PINPAD XENTA;ARJ3729;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235329;
MC018;POS;XE;PINPAD XENTA;ARJ3518;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235330;
MC018;POS;XE;PINPAD XENTA;ARJ3672;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235331;
MC018;POS;XE;PINPAD XENTA;ARJ3716;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235332;
MC018;POS;XE;PINPAD XENTA;ARJ3746;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235333;
MC018;POS;XE;PINPAD XENTA;ARJ3682;PP;2011-10-19;1900-01-01;0;1900-01-01;;0;235334;
MC018;POS;PAN;JS-960-WS;12J00673C;RE;2012-11-29;2015-11-28;6;1900-01-01;;0;237445;
MC018;POS;PAN;JS-960-WS;12L01272C;RE;2012-11-29;2015-11-28;6;1900-01-01;;0;237446;
MC018;POS;PAN;JS-960-WS;12K01193C;RE;2012-11-29;2015-11-28;6;1900-01-01;;0;237447;
MC018;POS;PAN;JS-960-WS;12L01362C;RE;2012-11-29;2015-11-28;6;1900-01-01;;0;237448;
MC018;POS;PAN;JS-960-WS;12L01314C;RE;2012-11-29;2015-11-28;6;1900-01-01;;0;237449;
MC018;POS;PAN;JS-960-WS;12K00945C;RE;2012-11-29;2015-11-28;6;1900-01-01;;0;237450;
MC018;POS;SOT;BUMPBAR SOTEC;8331;BB;2012-11-29;2013-11-28;2;1900-01-01;;1;237451;
MC018;POS;EPS;TM-T88V;MQ9F116325;RP;2012-11-29;2015-11-28;6;1900-01-01;;0;237452;
MC018;POS;EPS;TM-T88V;MQ9F116089;RP;2012-11-29;2015-11-28;6;1900-01-01;;0;237453;
MC018;POS;EPS;TM-T88V;MQ9F116085;RP;2012-11-29;2015-11-28;6;1900-01-01;;0;237454;
MC018;POS;EPS;TM-T88V;MQ9F116096;RP;2012-11-29;2015-11-28;6;1900-01-01;;0;237455;
MC018;POS;EPS;TM-T88V;MQ9F116128;RP;2012-11-29;2015-11-28;6;1900-01-01;;0;237456;
MC018;POS;VXL;VXL;722123803248;VX;2012-11-09;2015-11-08;6;1900-01-01;;0;237457;
MC018;DAT;DEL;DATOR DELL T320;F66B3Y1;DA;2013-07-03;2016-07-02;6;1900-01-01;;0;239228;
MC018;DAT;CIS;CISCO 2960 48TT;FCQ1710X1RU;NV;2013-07-03;1900-01-01;9;1900-01-01;;0;239229;
MC018;DAT;DEL;DELL SKRIVARE;77TNQV1;TB;2013-07-03;2016-07-02;6;1900-01-01;;1;239230;
MC018;DAT;CIS;CISCO 1921 ROUTER;FCZ170390F7;NV;2013-07-03;2014-07-02;2;1900-01-01;;0;239231;
MC018;POS;;WHYSE THIN CLIENT;2ELDM401268;TB;2013-07-03;2016-07-02;6;1900-01-01;;0;239232;
MC018;POS;;TERMINALSERVER;4132824;TB;2013-07-03;2014-07-02;2;1900-01-01;;0;239233;
MC018;POS;VXL;VXL;722124903056;VX;2013-07-03;2016-07-02;6;1900-01-01;;0;239234;
MC018;POS;VXL;VXL;722124702056;VX;2013-07-03;2016-07-02;6;1900-01-01;;0;239235;
MC018;POS;SAM;21,5";0285H4MD400203;VD;2013-07-03;2016-07-02;6;1900-01-01;;0;239236;
MC018;POS;SAM;21,5";0285H4MD400205;VD;2013-07-03;2016-07-02;6;1900-01-01;;0;239237;
MC018;POS;SAM;21,5";0285H4MD500110;VD;2013-07-03;2016-07-02;6;1900-01-01;;0;239238;
MC018;POS;SOT;BUMPBAR SOTEC;9302;BB;2013-07-03;2014-07-02;2;1900-01-01;;0;239239;
MC018;DAT;DEL;VERBATIM HÖGTALARE;4721;SP;2013-07-03;2015-07-02;5;1900-01-01;;0;239240;
MC018;POS;VXL;VXL;412170604682;VX;2008-03-27;1900-01-01;1;1900-01-01;;1;239241;
MC018;POS;VXL;VXL 4121;412172916008;VX;2008-03-27;1900-01-01;1;2014-02-18;;1;239242;
MC018;POS;VXL;VXL7  7522;752060613018;VX;2016-03-22;2019-03-21;6;1900-01-01;;0;245702;
MC018;POS;SOT;BUMPBAR SOTEC;11760;BB;2014-11-03;2015-11-02;2;1900-01-01;;0;242752;
MC018;POS;JLT;TM-T88 RESTICK;M6TF000875;RP;2017-08-17;2019-08-16;5;1900-01-01;;0;247787;
MC018;DAT;DUS;HP SKRIVARE;VNBKK68DD6;TB;2017-11-21;2019-11-20;5;1900-01-01;;0;248238;
MC018;POS;SAM;22";ZZKPH4LJ600062;VD;2018-03-21;2021-03-20;6;1900-01-01;;0;248546;
MC018;POS;JLT;TM-T88 RESTICK;M6TF001308;RP;2018-10-13;2020-10-12;5;1900-01-01;;0;248996;
MC019;HS;HME;HEADSET HS12;38P02360;HS;2012-10-12;2014-10-11;5;1900-01-01;;1;237232;
MC019;HS;HME;BELTPACK;37P03752;BP;2012-10-12;2014-10-11;5;1900-01-01;;1;237233;
MC019;POS;VXL;VXL;412172916001;VX;2007-11-26;2008-11-25;1;2012-08-13;;1;227286;
MC019;POS;QSR;BUMPBAR QSR;14-2184902;BB;2007-11-27;2008-11-26;2;1900-01-01;;0;227939;
MC019;HS;HME;COM-6000;40H01394;BP;2006-12-04;2008-12-03;5;1900-01-01;;1;226913;
MC019;HS;HME;COM-6000;24K02537;BP;2006-12-04;2008-12-03;5;2010-06-16;;1;226914;
MC019;HS;HME;COM-6000;40H01649;BP;2006-12-04;2008-12-03;5;1900-01-01;;1;226915;
MC019;POS;EPS;TM-T88;J4AG034908;RP;2007-11-27;2008-11-26;1;1900-01-01;;0;226461;
MC019;POS;EPS;TM-T88;J4LG071977;RP;2007-11-27;2008-11-26;1;1900-01-01;;0;226462;
