Unit_CustID;Unit_Cat;Unit_Vendor;Unit_Model;Unit_Serial;Unit_type;Unit_installdate;Unit_Warend;Unit_Chargemode;Unit_Repldate;Unit_Notes;Unit_History;Unit_ID
MC167;POS;VXL;VXL7  7522;752264203183;VX;2016-12-16;2016-12-16;10;1900-01-01;;0;247080;
MC167;POS;VXL;VXL7  7522;752264203212;VX;2016-12-16;2016-12-16;10;1900-01-01;;0;247081;
MC167;POS;DEL;VIDEO-EXT;A1G1-096B4-0016;TB;2017-04-04;2018-04-03;2;1900-01-01;;0;247363;
MC167;POS;DEL;APC BACK-UPS;3B1710X11884;TB;2016-08-03;2019-08-02;6;1900-01-01;;0;247776;
MC167;DAT;DEL;DATOR DELL T320;FJPVS22;DA;2014-11-20;2017-11-19;6;1900-01-01;;0;243012;
MC167;POS;VXL;VXL 7520;752134614073;VX;2014-11-20;2017-11-19;6;2017-08-04;;0;243013;
MC167;POS;;WYSE THIN CLIENT;2ELDM800259;TB;2014-11-20;2017-11-19;6;1900-01-01;;0;243014;
MC167;POS;;TERMINALSERVER;05146160;TB;2014-11-20;2015-11-19;2;1900-01-01;;0;243015;
MC167;POS;SAM;21,5";0354H4MFA00264;VD;2014-11-20;2017-11-19;6;1900-01-01;;1;243016;
MC167;HS;HME;CHARGER AC50;16Y06286;HS;2019-08-14;2020-08-13;2;1900-01-01;;0;250020;
MC167;POS;DEL;VIDEO-EXT;A1IB-012-0180;TB;2019-08-30;2020-08-29;2;1900-01-01;;0;250053;
MC167;POS;JAR;TM-T88 RESTICK;M6TF001620;RP;2019-11-29;2021-11-28;5;1900-01-01;;0;250434;
MC167;POS;SOT;BUMPBAR SOTEC;037693;BB;2020-11-05;2021-11-04;3;1900-01-01;;0;252255;
MC167;POS;SAM;21,5";0354H4MFC00071;VD;2015-02-11;2018-02-10;6;1900-01-01;;0;244074;
MC167;POS;SOT;BUMPBAR SOTEC;013351;BB;2015-02-11;2016-02-10;2;1900-01-01;;0;244075;
MC167;POS;PAN;JS-960-SSDW7;14M00348C;RE;2015-02-11;2013-02-14;6;1900-01-01;;0;244101;
MC167;POS;PAN;JS-960-SSDW7;14M00325C;RE;2015-02-11;2013-02-14;6;1900-01-01;;0;244102;
MC167;POS;PAN;JS-960-SSDW7;14M00309C;RE;2015-02-11;2013-02-14;6;1900-01-01;;0;244103;
MC167;POS;PAN;JS-960-SSDW7;14M00278C;RE;2015-02-11;2013-02-14;6;1900-01-01;;0;244104;
MC167;POS;VXL;VXL7  7522;752044817020;VX;2015-02-11;2017-02-10;6;1900-01-01;;1;244105;
MC167;POS;VXL;VXL 7520;752061521007;VX;2015-02-11;2018-02-10;6;2018-11-28;;0;244106;
MC167;POS;VXL;VXL7  7522;752044901119;VX;2015-02-11;2018-02-10;6;1900-01-01;;0;244107;
MC167;HS;HME;HEADSET  ION 6100 AIO;41U00349;HS;2015-11-10;2017-11-09;5;1900-01-01;;0;245269;
MC167;HS;HME;HEADSET  ION 6100 AIO;41U00033;HS;2015-11-10;2017-11-09;5;1900-01-01;;0;245270;
MC167;POS;SAM;22";0532H4MG800577;VD;2015-12-12;2018-12-11;6;1900-01-01;;0;245361;
MC167;POS;JLT;TM-T88 RESTICK;M6TF000581;RP;2016-03-09;2018-03-08;5;1900-01-01;;0;245631;
MC167;HS;HME;TSP50;02Z03368;HS;2020-09-02;2022-09-01;5;1900-01-01;;0;252031;
MC167;HS;HME;CU50;02Z07499;HS;2020-09-02;2022-09-01;5;1900-01-01;;0;252032;
MC167;POS;PHI;24" SKÄRM;UK0A2016007742;VD;2020-09-02;2023-09-01;8;1900-01-01;;0;252033;
MC167;POS;PHI;24" SKÄRM;UK0A2016007740;VD;2020-09-02;2023-09-01;8;1900-01-01;;0;252034;
MC168;POS;DEL;VIDEO-EXT;A9896077AB70660;TB;2008-10-06;2009-10-05;2;2009-05-20;;0;228057;
MC168;HS;HME;COM-6000R;05H02280;BP;2006-09-20;2008-09-19;5;1900-01-01;;1;226869;
MC168;HS;HME;COM-6000R;43G01350;BP;2006-09-20;2008-09-19;5;1900-01-01;;1;226870;
MC168;POS;PAN;JS-930-WS 2GB;06N00346M;RE;2007-04-12;2008-04-11;1;1900-01-01;;1;226158;
MC168;POS;EPS;TM-T88;DJJG136268;RP;2007-04-03;2009-04-02;1;1900-01-01;;1;226159;
MC168;POS;VXL;VXL;412170205392;VX;2007-04-13;2010-04-12;1;2013-04-05;;1;227165;
MC168;POS;VXL;VXL;412180303080;VX;2007-04-13;2010-04-12;6;2011-03-22;;0;227166;
MC168;POS;EPS;TM-T88;J49G001584;RP;2006-09-20;2008-09-19;1;1900-01-01;;1;225955;
MC168;POS;EPS;TM-T88;J49G001583;RP;2006-09-20;2008-09-19;1;1900-01-01;;1;225956;
MC168;POS;PAN;JS-930-WS 2GB;06H00140M;RE;2006-09-20;2007-09-19;1;1900-01-01;;1;225958;
MC168;POS;PAN;JS-930-WS 2GB;06H00134M;RE;2006-09-20;2007-09-19;1;1900-01-01;;1;225959;
MC168;POS;PAN;JS-930-WS 2GB;06H00168M;RE;2006-09-20;2007-09-19;1;1900-01-01;;1;225960;
MC168;POS;PAN;JS-930-WS 2GB;06H00170M;RE;2006-09-20;2007-09-19;1;1900-01-01;;1;225961;
MC168;POS;SAM;17";MJ17H9NL211401P;VD;2006-09-20;2007-09-19;1;1900-01-01;;1;225962;
MC168;POS;SAM;17";MJ17HMDL508662;VD;2006-09-20;2007-09-19;1;1900-01-01;;1;225963;
MC168;POS;SAM;17";MJ17HMDL508664;VD;2006-09-20;2007-09-19;1;1900-01-01;;1;225964;
MC168;POS;EPS;TM-T88;AT4K028510;RP;1998-10-22;2000-10-21;1;1900-01-01;;1;223899;
MC168;POS;EPS;TM-T88;AT4K013053;RP;1998-10-22;2000-10-21;5;1900-01-01;;1;223900;
MC168;DAT;DEL;VERBATIM HÖGTALARE;5586;SP;2015-04-18;2017-04-17;5;1900-01-01;;1;244500;
MC168;POS;SAM;21,5";0354H4MG100382;VD;2015-04-17;2018-04-16;6;1900-01-01;;0;244613;
MC168;POS;SAM;21,5";0354H4MG100402;VD;2015-04-17;2018-04-16;6;1900-01-01;;0;244614;
MC168;POS;VXL;VXL7  7522;752045015078;VX;2015-04-17;2018-04-16;6;1900-01-01;;0;244615;
MC168;POS;DEL;KVM-EXT;Z3898263AEU0118;TB;2008-10-24;2009-10-23;2;2009-06-05;;1;228864;
MC168;POS;SAM;17";GS17HMEY205398;VD;2005-04-29;2008-04-28;6;1900-01-01;;1;230829;
MC168;HS;HME;COM-6000R;05H02267;BP;2006-03-09;1900-01-01;5;1900-01-01;;1;230830;
MC168;HS;HME;COM-6000R;05H02273;BP;2006-03-09;1900-01-01;5;1900-01-01;;1;230831;
MC168;HS;HME;BASSTATION;06H01206;BS;2006-03-09;2008-03-08;5;1900-01-01;;1;230832;
MC168;HS;HME;HME CHARGER AC4;06H02426;CH;2006-03-09;2007-03-08;2;1900-01-01;;1;230833;
MC168;DAT;3CO;24 PORTS SWITCH;LNZQ6J0124144;TB;2006-09-20;1900-01-01;1;1900-01-01;;1;230834;
MC168;DAT;3CO;24 PORTS SWITCH;LNZQ6J0124146;TB;2006-09-20;1900-01-01;1;1900-01-01;;1;230835;
MC168;POS;AA;KB-18-LM;;TA;2006-09-20;1900-01-01;7;1900-01-01;;1;230836;
MC168;POS;QSR;BUMPBAR QSR;14-2146872S;BB;2006-09-20;2007-09-19;2;1900-01-01;;1;230837;
MC168;POS;QSR;BUMPBAR QSR;14-2157673T;BB;2006-09-20;2007-09-19;2;1900-01-01;;1;230838;
MC168;POS;SAM;19";MJ19HMBP100390;VD;2007-04-13;2010-04-12;6;1900-01-01;;1;230845;
MC168;POS;SAM;19";MJ19HMBLC03321;VD;2007-04-13;2010-04-12;6;1900-01-01;;1;230846;
MC168;POS;SOT;BUMPBAR SOTEC;02219;BB;2007-04-13;2008-04-12;2;1900-01-01;;1;230847;
MC168;POS;SAM;17";MJ17H9FP937454;VD;2007-11-30;2010-11-29;6;1900-01-01;;1;230854;
MC168;HS;HME;HEADSET;52K00648;HS;2009-02-13;2011-02-12;5;1900-01-01;;1;230994;
MC168;HS;HME;HEADSET;51K03071;HS;2009-02-13;2011-02-12;5;1900-01-01;;1;230995;
MC168;POS;SAM;17";HA17H9FS218936;VD;2009-06-23;2012-06-22;6;1900-01-01;;1;231253;
MC168;POS;SOT;BUMPBAR SOTEC;013683;BB;2015-04-17;2016-04-16;2;1900-01-01;;0;244616;
MC168;POS;SAM;19";MY19H9FS824802;VD;2009-11-03;2012-11-02;6;1900-01-01;;1;231582;
MC168;DAT;DEL;DATOR DELL;39HZH4J;DA;2009-12-08;2010-12-07;6;1900-01-01;;0;231689;
MC168;POS;EPS;TMT88IV;J4KF009555;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231882;
MC168;DAT;SAT;PRINTER SATO;0E201717;PR;2010-08-27;2013-08-26;6;1900-01-01;SKROTAS - 180705. Nyköp följesedel 34595 //MiG.;1;232642;
MC168;DAT;HP;HP SKRIVARE;SCNCJB91526;TB;2010-12-20;2011-12-19;2;1900-01-01;;0;233002;
MC168;POS;DEL;KVM-EXT;F3A1J011AFW0025;TB;2011-03-31;2012-03-30;2;1900-01-01;;1;233346;
MC168;DAT;FRE;FREEHOTSPOT;A1IRAC042719;NV;2011-05-09;1900-01-01;0;2011-05-09;;1;233828;
MC168;POS;SAM;22";NE0OHMA301773;VD;2011-08-02;2014-08-01;6;1900-01-01;;0;234653;
MC168;POS;EPS;TM-T88V;MQ9F056213;RP;2011-09-07;2014-09-06;6;1900-01-01;;0;234782;
MC168;POS;EPS;TM-T88V;MQ9F056208;RP;2011-09-07;2014-09-06;6;1900-01-01;;0;234783;
MC168;DAT;CIS;CISCO 48TT;FCQ1526ZOGJ;NV;2011-09-20;2014-09-19;6;1900-01-01;;0;235051;
MC168;POS;XE;PINPAD XENTA;ARJ2766;PP;2011-09-20;1900-01-01;0;1900-01-01;;1;235052;
MC168;POS;XE;PINPAD XENTA;ARJ2901;PP;2011-09-20;1900-01-01;0;1900-01-01;;1;235053;
MC168;POS;XE;PINPAD XENTA;ARJ2651;PP;2011-09-20;1900-01-01;0;1900-01-01;;1;235054;
MC168;POS;XE;PINPAD XENTA;ARJ2982;PP;2011-09-20;1900-01-01;0;1900-01-01;;1;235055;
MC168;POS;XE;PINPAD XENTA;ARJ2647;PP;2011-09-20;1900-01-01;0;1900-01-01;;1;235056;
MC168;POS;SAM;22";NEXXHMBB300526;VD;2011-12-08;2014-12-07;6;1900-01-01;;0;235558;
MC168;POS;SOT;BUMPBAR SOTEC;8206;BB;2012-02-10;2013-02-09;2;1900-01-01;;1;235817;
MC168;HS;HME;HEADSET;36N03636;HS;2012-03-07;2014-03-06;5;1900-01-01;;1;235879;
MC168;HS;HME;HEADSET;44N02635;HS;2012-03-07;2014-03-06;5;1900-01-01;;1;235880;
MC168;HS;HME;HEADSET  ION 6100 AIO;19P00931;HS;2012-05-24;2014-05-23;5;1900-01-01;;1;236612;
MC168;HS;HME;ION AIO 6100 HEADSET;37T00200;HS;2012-05-24;2014-05-23;5;2017-11-24;;1;236613;
MC168;HS;HME;CHARGER AC50;19P04029;HS;2012-05-24;2013-05-23;2;1900-01-01;;1;236614;
MC168;POS;SAM;21,5";0285H4MD600151;VD;2013-09-28;2016-09-27;6;1900-01-01;;0;240438;
MC168;POS;DEL;KVM-EXT;F3DB-039D1-0049;TB;2014-06-05;2015-06-04;2;1900-01-01;;1;241952;
MC168;DAT;DEL;DATOR DELL T320;676B3Y1;DA;2013-06-19;2016-06-18;6;1900-01-01;;0;238966;
MC168;DAT;CIS;CISCO 2960 48TT;FCQ1634Y0L9;NV;2013-06-19;1900-01-01;9;1900-01-01;;0;238967;
MC168;DAT;DEL;DELL SKRIVARE;2SLMQV1;TB;2013-06-19;2016-06-18;6;1900-01-01;;1;238968;
MC168;DAT;CIS;CISCO 1921 ROUTER;FCZ1716C2QJ;NV;2013-06-19;2014-06-18;2;1900-01-01;;0;238969;
MC168;POS;VXL;VXL;722131303049;VX;2013-06-19;2016-06-18;6;1900-01-01;;0;238970;
MC168;DAT;DEL;VERBATIM HÖGTALARE;4802;SP;2013-06-19;2015-06-18;5;1900-01-01;;1;238971;
MC168;POS;SAM;21,5";0285H4MD400286;VD;2013-06-19;2016-06-18;6;1900-01-01;;0;238972;
MC168;POS;SAM;21,5";0285H4MD400265;VD;2013-06-19;2016-06-18;6;1900-01-01;;0;238973;
MC168;POS;SAM;21,5";0285H4MD400261;VD;2013-06-19;2016-06-18;6;1900-01-01;;0;238974;
MC168;POS;SAM;21,5";;VD;2015-08-06;2018-08-05;6;1900-01-01;;0;244926;
MC168;POS;SAM;21,5";0285H4MDA01293;VD;2014-03-15;2017-03-14;6;1900-01-01;;0;241571;
MC168;POS;SAM;21,5";0285H4MDA02617;VD;2014-05-16;2017-05-15;6;1900-01-01;;0;241846;
MC168;HS;HME;HEADSET  ION 6100 AIO;41U00857;HS;2015-11-05;2017-11-04;5;1900-01-01;;1;245254;
MC168;HS;HME;HEADSET  ION 6100 AIO;22T03939;HS;2015-11-05;2017-11-04;5;1900-01-01;;1;245255;
MC168;HS;HME;HEADSET  ION 6100 AIO;16T03517;HS;2014-07-23;2016-07-22;5;1900-01-01;;1;242117;
MC168;POS;PAN;JS-930-WS 2GB;06H00117M;RE;2006-09-20;2007-09-19;1;1900-01-01;;1;246939;
MC168;POS;PAN;JS-970;17B04663C;RE;2017-07-19;2020-07-18;6;1900-01-01;;0;247755;
MC168;HS;HME;HEADSET EOS 6300 AIO;29W06484;HS;2017-11-14;2019-11-13;5;1900-01-01;;0;248202;
MC168;HS;HME;HEADSET EOS 6300 AIO;26W07809;HS;2017-11-14;2019-11-13;5;1900-01-01;;0;248203;
MC168;HS;HME;HEADSET EOS 6300 AIO;21W08768;HS;2017-11-14;2019-11-13;5;1900-01-01;;0;248204;
MC168;HS;HME;HEADSET EOS 6300 AIO;22W06434;HS;2017-11-14;2019-11-13;5;1900-01-01;;0;248205;
MC168;POS;DELL;WYSE 7020;60YQ5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248224;
MC168;POS;DELL;WYSE 7020;338S5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248225;
MC168;POS;DELL;WYSE 7020;336S5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248226;
MC168;POS;DELL;WYSE 7020;60HQ5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248227;
MC168;POS;DELL;WYSE 7020;60WR5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248228;
MC168;POS;DELL;WYSE 7020;60JQ5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248229;
MC168;POS;DELL;WYSE 7020;60WQ5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248230;
MC168;POS;DELL;WYSE 7020;60MQ5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248231;
MC168;POS;DELL;WYSE 7020;60JR5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248232;
MC168;POS;DELL;WYSE 7020;60TP5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248233;
MC168;POS;DELL;WYSE 7020;60RR5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248234;
MC168;POS;DELL;WYSE 7020;60JS5J2;TB;2017-11-16;2022-11-15;9;1900-01-01;;0;248235;
MC168;POS;DEL;VIDEO-EXT;A1GB-271-0104;TB;2017-11-16;2018-11-15;2;1900-01-01;;0;248236;
MC168;POS;DELL;WYSE 7020;B6956J2;TB;2018-02-03;2023-02-02;9;1900-01-01;;0;248409;
MC168;HH;XPL;BOBCAT 10" TABLET;SY9560GS00751;HH;2018-01-18;2021-01-17;6;1900-01-01;;0;248366;
MC168;POS;EPS;TM-T70II;T48F083551;RP;2018-06-27;2020-06-26;5;1900-01-01;;0;248806;
MC168;DAT;SAT;PRINTER SATO;BL209992;PR;2018-07-07;2021-07-06;6;1900-01-01;;0;248839;
MC168;POS;SAM;22";ZZKQH4ZK300077;VD;2018-08-15;2021-08-14;6;1900-01-01;;0;248872;
MC168;POS;DUS;24";ZZH2H4ZK603767;VD;2019-04-25;2022-04-24;6;1900-01-01;;0;249599;
MC168;POS;VXL;VXL7  7522;752132003036;VX;2015-02-02;2018-02-01;6;1900-01-01;;0;243884;
MC168;POS;VXL;VXL7  7522;752132003046;VX;2015-02-02;2018-02-01;6;1900-01-01;;0;243885;
MC168;POS;VXL;VXL 752;752243213013;VX;2015-02-02;2018-02-01;6;2015-03-25;;0;243886;
MC168;POS;SAM;21,5";0354H4MF902293;VD;2015-02-02;2018-02-01;6;1900-01-01;;0;243887;
MC168;POS;SOT;BUMPBAR SOTEC;013403;BB;2015-02-02;2016-02-01;2;1900-01-01;;0;243888;
MC168;POS;PAN;JS-960-SSDW7;14M00796C;RE;2015-02-02;2018-02-01;6;1900-01-01;;0;243889;
MC168;POS;PAN;JS-960-SSDW7;14M00544C;RE;2015-02-02;2018-02-01;6;1900-01-01;;0;243890;
MC168;POS;PAN;JS-960-SSDW7;14M00800C;RE;2015-02-02;2018-02-01;6;1900-01-01;;0;243891;
MC168;HS;HME;BASSTATION EOS;22Z01793;BS;2020-09-22;2022-09-21;5;1900-01-01;;0;251966;
MC168;HS;HME;CHARGER AC50;30Z03774;HS;2020-09-22;2021-09-21;3;1900-01-01;;0;251967;
MC168;HS;HME;TSP50;51Y04869;HS;2020-03-02;2021-03-01;3;1900-01-01;;0;251471;
MC168;HS;HME;CU50;51Y00758;HS;2020-03-02;2021-03-01;3;1900-01-01;;0;251472;
MC168;POS;PHI;24" SKÄRM;UHBA1937020898;VD;2020-03-02;2023-03-01;8;1900-01-01;;0;251473;
MC168;POS;PHI;24" SKÄRM;UHBA1937020588;VD;2020-03-02;2023-03-01;8;1900-01-01;;0;251474;
MC168;POS;PHI;24" SKÄRM;UHBA1937020703;VD;2020-03-02;2023-03-01;8;1900-01-01;;0;251475;
MC168;DAT;DELL;DATOR DELL T340SSD;4VHP874;DA;2020-11-28;2025-11-27;9;1900-01-01;;0;252412;
MC168;POS;DEL;APC BACK-UPS;S4B2031P07593;TB;2020-11-28;2023-11-27;8;1900-01-01;;0;252413;
MC168;POS;ATE;HP T630 THIN CLIENT;8CN0370765;TB;2020-11-28;2025-11-27;9;1900-01-01;;0;252414;
MC168;HS;HME;ION AIO 6100 HEADSET;38P00174;HS;2013-11-02;2015-11-01;5;2017-11-24;;1;247146;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02496;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251968;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02508;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251969;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02267;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251970;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02271;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251971;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02504;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251972;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02507;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251973;
MC168;HS;HME;HEADSET EOS 6200 AIO;51Y02268;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;251974;
MC169;POS;SAM;19";ZTZ7HVLBA01089;VD;2012-06-05;2015-06-04;6;1900-01-01;;0;236675;
MC169;POS;SAM;21,5";ZWVWHMCCC00139;VD;2013-03-21;2016-03-20;6;1900-01-01;;0;237833;
MC169;POS;EPS;TM-T88;J4LG302207;RP;2008-05-06;2009-05-05;1;1900-01-01;;0;226842;
MC169;POS;EPS;TM-T88;J4LG072037;RP;2008-05-06;2009-05-05;1;1900-01-01;SKROTAS - 150220 (MiG / ROJ).
Rest köper/beställer en ny enhet.;1;226843;
MC169;POS;PAN;JS-930-WS 2GB;08B00721M;RE;2008-05-06;2011-05-05;6;1900-01-01;;0;226844;
MC169;POS;PAN;JS-930-WS 2GB;07M00563M;RE;2008-05-06;2011-05-05;6;1900-01-01;;0;226845;
MC169;POS;PAN;JS-930-WS;08B00708M;RE;2008-05-06;2009-05-05;1;1900-01-01;;1;226846;
MC169;POS;PAN;JS-930-WS 2GB;08A00630M;RE;2008-05-06;2011-05-05;6;1900-01-01;;0;226847;
MC169;POS;PAN;JS-930-WS 2GB;08B00714M;RE;2008-05-06;2009-05-05;1;1900-01-01;;1;226848;
MC169;POS;PAN;JS-930-WS 2GB;08B00706M;RE;2008-05-06;2011-05-05;6;1900-01-01;;0;226849;
MC169;POS;PAN;JS-930-WS 2GB;08B00711M;RE;2008-05-06;2011-05-05;6;1900-01-01;;0;226850;
MC169;POS;VXL;VXL;412170604667;VX;2008-05-06;2011-05-05;6;2013-01-14;;0;227171;
MC169;POS;VXL;VXL;412180804201;VX;2008-05-06;1900-01-01;1;1900-01-01;;1;227296;
MC169;POS;EPS;TM-T88;J4AG035164;RP;2007-11-21;2008-11-20;1;1900-01-01;;0;226443;
MC169;HS;HME;COM-6000;51E02466;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;226834;
MC169;POS;EPS;TM-T88;J4LG302210 BOP;RP;2008-05-06;2009-05-05;1;1900-01-01;;0;226836;
MC169;POS;EPS;TM-T88;ATK009834;RP;2006-07-26;2007-07-25;1;1900-01-01;;0;225900;
MC169;POS;SAM;PS-21;02793007;VD;2002-12-04;2006-02-05;6;1900-01-01;;0;224524;
MC169;POS;EPS;TM-T88;AT4K021067;RP;1998-12-14;1900-01-01;1;1900-01-01;;0;223906;
MC169;POS;VXL;VXL;4121??;VX;2008-05-06;1900-01-01;1;1900-01-01;;1;230903;
MC169;POS;SOT;BUMPBAR SOTEC;4173;BB;2008-05-06;2009-05-05;2;1900-01-01;;0;230904;
MC169;POS;SOT;BUMPBAR SOTEC;4139;BB;2008-05-06;2009-05-05;2;1900-01-01;;0;230905;
MC169;POS;SAM;19";MY19HMDQ211189;VD;2008-05-06;2011-05-05;6;1900-01-01;;0;230906;
MC169;POS;SAM;19";MY19HMDQ211297;VD;2008-05-06;2011-05-05;6;1900-01-01;;0;230907;
MC169;DAT;3CO;24 PORTS SWITCH;9N3Q970017650;TB;2008-05-06;1900-01-01;1;1900-01-01;;1;230908;
MC169;DAT;3CO;24 PORTS SWITCH;9N3Q970019015;TB;2008-05-06;1900-01-01;1;1900-01-01;;1;230909;
MC169;POS;SAM;19";MY19HMBQ205757;VD;2008-05-06;2011-05-05;6;1900-01-01;;0;230913;
MC169;POS;SAM;19";MY19HMBQ206438;VD;2008-05-06;2011-05-05;6;1900-01-01;;0;230914;
MC169;POS;SAM;19";MY19HMBQ206232;VD;2008-05-06;2011-05-05;6;1900-01-01;;0;230915;
MC169;POS;SAM;19";MY19HMBQ206045;VD;2008-05-06;2011-05-05;6;1900-01-01;;0;230916;
MC169;POS;DEL;KVM-EXT;Z3760148ABC0250;TB;2008-05-06;2009-05-05;2;1900-01-01;;0;230917;
MC169;POS;AA;KB-18-LM;K12400020;TA;2008-05-06;1900-01-01;7;1900-01-01;;0;230918;
MC169;HS;HME;HEADSET;16L02437;HS;2009-06-05;2011-06-04;5;1900-01-01;;0;231231;
MC169;HS;HME;HEADSET;16L02416;HS;2009-06-05;2011-06-04;5;1900-01-01;;0;231232;
MC169;DAT;SAT;PRINTER SATO;0A201604;PR;2010-05-07;2013-05-06;6;1900-01-01;;0;232320;
MC169;POS;EPS;TM-T88V;MQ9F016138;RP;2011-05-24;2014-05-23;6;1900-01-01;;0;234082;
MC169;HS;HME;HEADSET;19N00019;HS;2011-06-09;2013-06-08;5;1900-01-01;;0;234193;
MC169;HS;HME;HEADSET;19N00020;HS;2011-06-09;2013-06-08;5;1900-01-01;;0;234194;
MC169;HS;HME;ALL IN ONE HEADSET;40N03377;HS;2011-10-14;2013-10-13;5;2014-03-20;;0;235200;
MC169;HS;HME;HEADSET  ION 6100 AIO;37N04201;HS;2011-10-14;2013-10-13;5;1900-01-01;;0;235201;
MC169;HS;HME;HEADSET  ION 6100 AIO;40N03386;HS;2011-10-14;2013-10-13;5;1900-01-01;;0;235202;
MC169;HS;HME;HEADSET  ION 6100 AIO;40N03383;HS;2011-10-14;2013-10-13;5;1900-01-01;;0;235203;
MC169;HS;HME;CHARGER AC50;39N04120;HS;2011-10-14;2012-10-13;2;1900-01-01;;0;235204;
MC169;POS;XE;PINPAD XENTA;ARJ3617;PP;2011-10-20;1900-01-01;0;1900-01-01;;0;235292;
MC169;POS;XE;PINPAD XENTA;ARJ3537;PP;2011-10-20;1900-01-01;0;1900-01-01;;0;235316;
MC169;POS;XE;PINPAD XENTA;ARJ3487;PP;2011-10-20;1900-01-01;0;1900-01-01;;0;235317;
MC169;POS;XE;PINPAD XENTA;ARJ3578;PP;2011-10-20;1900-01-01;0;1900-01-01;;0;235318;
MC169;POS;XE;PINPAD XENTA;ARJ3687;PP;2011-10-20;1900-01-01;0;1900-01-01;;0;235319;
MC169;DAT;CIS;CISCO 48TT;FOC1504Y1V2;NV;2011-10-20;2014-10-19;6;1900-01-01;;0;235320;
MC169;DAT;DEL;DATOR DELL T320;476B3Y1;DA;2013-07-10;2016-07-09;6;1900-01-01;;0;239386;
MC169;DAT;CIS;CISCO 2960 48TT;FCQ1710X1QG;NV;2013-07-10;1900-01-01;9;1900-01-01;;0;239387;
MC169;DAT;DEL;DELL SKRIVARE;47TNQV1;TB;2013-07-10;2015-07-09;5;1900-01-01;;1;239388;
MC169;DAT;CIS;CISCO 1921 ROUTER;FCZ1706C5ZK;NV;2013-07-10;2014-07-09;2;1900-01-01;;0;239389;
MC169;POS;VXL;VXL;722132106005;VX;2013-07-10;2016-07-09;6;1900-01-01;;0;239390;
MC169;POS;VXL;VXL;722132106024;VX;2013-07-10;2016-07-09;6;1900-01-01;;0;239391;
MC169;DAT;DEL;VERBATIM HÖGTALARE;4132;SP;2013-07-10;2015-07-09;5;1900-01-01;;0;239392;
MC169;POS;;WHYSE THIN CLIENT;2ELDM401247;TB;2013-07-10;2016-07-09;6;1900-01-01;;0;239393;
MC169;POS;;TERMINALSERVER;4132674;TB;2013-07-10;2014-07-09;2;1900-01-01;;0;239394;
MC169;POS;SAM;21,5";0285H4MD400275;VD;2013-07-10;2016-07-09;6;1900-01-01;;0;239395;
MC169;POS;SAM;21,5";0285H4MD400253;VD;2013-07-10;2016-07-09;6;1900-01-01;;0;239396;
MC169;POS;SAM;21,5";0285H4MD400091;VD;2013-07-10;2016-07-09;6;1900-01-01;;0;239397;
MC169;POS;SAM;21,5";0285H4MD400098;VD;2013-07-10;2016-07-09;6;1900-01-01;;0;239398;
MC169;POS;DEL;VIDEO-EXT;F3CAJ019D0N0255;TB;2013-07-10;2014-07-09;2;1900-01-01;;0;239399;
MC169;POS;SAM;21,5";0285H4MDB00396;VD;2013-12-20;2016-12-19;6;1900-01-01;;0;241248;
MC169;POS;DEL;VIDEO-EXT;A1C70168ABC0147;TB;2013-05-14;2015-05-13;5;1900-01-01;;0;238378;
MC169;HS;HME;HEADSET  ION 6100 AIO;08R05682;HS;2013-06-13;2015-06-12;5;1900-01-01;;0;238859;
MC169;POS;VXL;VXL;412175207029;VX;2014-05-08;2017-05-07;6;1900-01-01;;0;241845;
MC169;POS;SAM;21,5";0354H4MF100511;VD;2014-08-19;2017-08-18;6;1900-01-01;;0;242158;
MC169;POS;AA;KB-18-LM;K12F800001;TA;2016-03-25;2017-03-24;2;1900-01-01;;0;245838;
MC169;DAT;DUS;HP SKRIVARE;VNBKK68DDH;TB;2017-11-21;2019-11-20;5;1900-01-01;;0;248237;
